encryption,compression,compressionBzip2,compressionGzip,compressionLzo,compressionZpaq,compressionLzma,unlimitedWindowSize,disableCompressibilityTesting,level,processorCount,maxRam,<$performance
0,1,0,0,1,0,0,0,0,7,4,18,12118.2
0,1,0,0,1,0,0,0,0,8,4,18,12176.8
0,1,0,0,1,0,0,0,0,9,4,18,12248.8
1,1,0,0,1,0,0,0,0,1,1,2,15079.8
1,1,0,0,1,0,0,0,0,2,1,2,15034
1,1,0,0,1,0,0,0,0,3,1,2,15416.4
1,1,0,0,1,0,0,0,0,4,1,2,15650
1,1,0,0,1,0,0,0,0,5,1,2,15243.6
1,1,0,0,1,0,0,0,0,6,1,2,16641.8
1,1,0,0,1,0,0,0,0,7,1,2,20165.8
1,1,0,0,1,0,0,0,0,8,1,2,19999.4
1,1,0,0,1,0,0,0,0,9,1,2,20156.6
1,1,0,0,1,0,0,0,0,1,2,2,12094.6
1,1,0,0,1,0,0,0,0,2,2,2,12123.4
1,1,0,0,1,0,0,0,0,3,2,2,12635.8
1,1,0,0,1,0,0,0,0,4,2,2,13541
1,1,0,0,1,0,0,0,0,5,2,2,14231.4
1,1,0,0,1,0,0,0,0,6,2,2,15528
1,1,0,0,1,0,0,0,0,7,2,2,19702
1,1,0,0,1,0,0,0,0,8,2,2,19465.4
1,1,0,0,1,0,0,0,0,9,2,2,19751.4
1,1,0,0,1,0,0,0,0,1,3,2,11712.4
1,1,0,0,1,0,0,0,0,2,3,2,11969.8
1,1,0,0,1,0,0,0,0,3,3,2,12710.2
1,1,0,0,1,0,0,0,0,4,3,2,13257.4
1,1,0,0,1,0,0,0,0,5,3,2,14110.8
1,1,0,0,1,0,0,0,0,6,3,2,15468
1,1,0,0,1,0,0,0,0,7,3,2,19389.4
1,1,0,0,1,0,0,0,0,8,3,2,19802.8
1,1,0,0,1,0,0,0,0,9,3,2,19479.4
1,1,0,0,1,0,0,0,0,1,4,2,11827.8
1,1,0,0,1,0,0,0,0,2,4,2,12172.2
1,1,0,0,1,0,0,0,0,3,4,2,12636.4
1,1,0,0,1,0,0,0,0,4,4,2,13390.8
1,1,0,0,1,0,0,0,0,5,4,2,14019.4
1,1,0,0,1,0,0,0,0,6,4,2,15572
1,1,0,0,1,0,0,0,0,7,4,2,19591.8
1,1,0,0,1,0,0,0,0,8,4,2,19435.8
1,1,0,0,1,0,0,0,0,9,4,2,19530.4
1,1,0,0,1,0,0,0,0,1,1,6,15175.6
1,1,0,0,1,0,0,0,0,2,1,6,15273.4
1,1,0,0,1,0,0,0,0,3,1,6,14629.6
1,1,0,0,1,0,0,0,0,4,1,6,13575.2
1,1,0,0,1,0,0,0,0,5,1,6,13770.4
1,1,0,0,1,0,0,0,0,6,1,6,14448.4
1,1,0,0,1,0,0,0,0,7,1,6,16165.2
1,1,0,0,1,0,0,0,0,8,1,6,15948
1,1,0,0,1,0,0,0,0,9,1,6,16147
1,1,0,0,1,0,0,0,0,1,2,6,11823.4
1,1,0,0,1,0,0,0,0,2,2,6,11733
1,1,0,0,1,0,0,0,0,3,2,6,11932.6
1,1,0,0,1,0,0,0,0,4,2,6,12215.4
1,1,0,0,1,0,0,0,0,5,2,6,12431.4
1,1,0,0,1,0,0,0,0,6,2,6,12989.6
1,1,0,0,1,0,0,0,0,7,2,6,15317.8
1,1,0,0,1,0,0,0,0,8,2,6,15116.4
1,1,0,0,1,0,0,0,0,9,2,6,15155
1,1,0,0,1,0,0,0,0,1,3,6,11601.4
1,1,0,0,1,0,0,0,0,2,3,6,11584.4
1,1,0,0,1,0,0,0,0,3,3,6,11695.2
1,1,0,0,1,0,0,0,0,4,3,6,12225.4
1,1,0,0,1,0,0,0,0,5,3,6,12357.8
1,1,0,0,1,0,0,0,0,6,3,6,13125
1,1,0,0,1,0,0,0,0,7,3,6,15101
1,1,0,0,1,0,0,0,0,8,3,6,15427.2
1,1,0,0,1,0,0,0,0,9,3,6,15139.4
1,1,0,0,1,0,0,0,0,1,4,6,11562.2
1,1,0,0,1,0,0,0,0,2,4,6,11613.6
1,1,0,0,1,0,0,0,0,3,4,6,11758.6
1,1,0,0,1,0,0,0,0,4,4,6,11999.8
1,1,0,0,1,0,0,0,0,5,4,6,12339.2
1,1,0,0,1,0,0,0,0,6,4,6,13127.4
1,1,0,0,1,0,0,0,0,7,4,6,15135.6
1,1,0,0,1,0,0,0,0,8,4,6,15087
1,1,0,0,1,0,0,0,0,9,4,6,15152
1,1,0,0,1,0,0,0,0,1,1,18,14846.2
1,1,0,0,1,0,0,0,0,2,1,18,14933.4
1,1,0,0,1,0,0,0,0,3,1,18,14951.2
1,1,0,0,1,0,0,0,0,4,1,18,13412
1,1,0,0,1,0,0,0,0,5,1,18,13577.4
1,1,0,0,1,0,0,0,0,6,1,18,14261
1,1,0,0,1,0,0,0,0,7,1,18,15000
1,1,0,0,1,0,0,0,0,8,1,18,15017.8
1,1,0,0,1,0,0,0,0,9,1,18,15052
1,1,0,0,1,0,0,0,0,1,2,18,11447.4
1,1,0,0,1,0,0,0,0,2,2,18,11308.2
1,1,0,0,1,0,0,0,0,3,2,18,11244
1,1,0,0,1,0,0,0,0,4,2,18,11130.4
1,1,0,0,1,0,0,0,0,5,2,18,11614.2
1,1,0,0,1,0,0,0,0,6,2,18,12045.2
1,1,0,0,1,0,0,0,0,7,2,18,12999
1,1,0,0,1,0,0,0,0,8,2,18,13091
1,1,0,0,1,0,0,0,0,9,2,18,13149
1,1,0,0,1,0,0,0,0,1,3,18,11205
1,1,0,0,1,0,0,0,0,2,3,18,11125.4
1,1,0,0,1,0,0,0,0,3,3,18,11001.6
1,1,0,0,1,0,0,0,0,4,3,18,11073.6
1,1,0,0,1,0,0,0,0,5,3,18,11816.6
1,1,0,0,1,0,0,0,0,6,3,18,11661.6
1,1,0,0,1,0,0,0,0,7,3,18,12924.2
1,1,0,0,1,0,0,0,0,8,3,18,12936.8
1,1,0,0,1,0,0,0,0,9,3,18,13045.4
1,1,0,0,1,0,0,0,0,1,4,18,11182.2
1,1,0,0,1,0,0,0,0,2,4,18,11079
1,1,0,0,1,0,0,0,0,3,4,18,11039.2
1,1,0,0,1,0,0,0,0,4,4,18,11001
1,1,0,0,1,0,0,0,0,5,4,18,11309.6
1,1,0,0,1,0,0,0,0,6,4,18,11619.6
1,1,0,0,1,0,0,0,0,7,4,18,12969
1,1,0,0,1,0,0,0,0,8,4,18,12885.8
1,1,0,0,1,0,0,0,0,9,4,18,13001.4
0,1,0,0,1,0,0,1,0,1,1,2,12051.6
0,1,0,0,1,0,0,1,0,2,1,2,11749.8
0,1,0,0,1,0,0,1,0,3,1,2,11721.2
0,1,0,0,1,0,0,1,0,4,1,2,11633.8
0,1,0,0,1,0,0,1,0,5,1,2,11377.2
0,1,0,0,1,0,0,1,0,6,1,2,11807.6
0,1,0,0,1,0,0,1,0,7,1,2,12735.8
0,1,0,0,1,0,0,1,0,8,1,2,12596
0,1,0,0,1,0,0,1,0,9,1,2,12544.4
0,1,0,0,1,0,0,1,0,1,2,2,10867.6
0,1,0,0,1,0,0,1,0,2,2,2,10437.6
0,1,0,0,1,0,0,1,0,3,2,2,10682.2
0,1,0,0,1,0,0,1,0,4,2,2,10860
0,1,0,0,1,0,0,1,0,5,2,2,11113.6
0,1,0,0,1,0,0,1,0,6,2,2,11522.6
0,1,0,0,1,0,0,1,0,7,2,2,12566.8
0,1,0,0,1,0,0,1,0,8,2,2,12639.8
0,1,0,0,1,0,0,1,0,9,2,2,12676.8
0,1,0,0,1,0,0,1,0,1,3,2,10505.4
0,1,0,0,1,0,0,1,0,2,3,2,10388.6
0,1,0,0,1,0,0,1,0,3,3,2,10508.8
0,1,0,0,1,0,0,1,0,4,3,2,10802.4
0,1,0,0,1,0,0,1,0,5,3,2,11024.8
0,1,0,0,1,0,0,1,0,6,3,2,11472.2
0,1,0,0,1,0,0,1,0,7,3,2,12768.6
0,1,0,0,1,0,0,1,0,8,3,2,12746.4
0,1,0,0,1,0,0,1,0,9,3,2,12940.6
0,1,0,0,1,0,0,1,0,1,4,2,10335.6
0,1,0,0,1,0,0,1,0,2,4,2,10477.2
0,1,0,0,1,0,0,1,0,3,4,2,10531.6
0,1,0,0,1,0,0,1,0,4,4,2,10545.6
0,1,0,0,1,0,0,1,0,5,4,2,10963.8
0,1,0,0,1,0,0,1,0,6,4,2,11283.2
0,1,0,0,1,0,0,1,0,7,4,2,12698.4
0,1,0,0,1,0,0,1,0,8,4,2,12744.4
0,1,0,0,1,0,0,1,0,9,4,2,12721.4
0,1,0,0,1,0,0,1,0,1,1,6,11672.6
0,1,0,0,1,0,0,1,0,2,1,6,11527.2
0,1,0,0,1,0,0,1,0,3,1,6,11301.6
0,1,0,0,1,0,0,1,0,4,1,6,10934.4
0,1,0,0,1,0,0,1,0,5,1,6,10932.6
0,1,0,0,1,0,0,1,0,6,1,6,11296.8
0,1,0,0,1,0,0,1,0,7,1,6,12519.8
0,1,0,0,1,0,0,1,0,8,1,6,12279.8
0,1,0,0,1,0,0,1,0,9,1,6,12395.6
0,1,0,0,1,0,0,1,0,1,2,6,10312.8
0,1,0,0,1,0,0,1,0,2,2,6,10274.8
0,1,0,0,1,0,0,1,0,3,2,6,10446.2
0,1,0,0,1,0,0,1,0,4,2,6,10271.8
0,1,0,0,1,0,0,1,0,5,2,6,10710.6
0,1,0,0,1,0,0,1,0,6,2,6,10905
0,1,0,0,1,0,0,1,0,7,2,6,12367.8
0,1,0,0,1,0,0,1,0,8,2,6,12449.4
0,1,0,0,1,0,0,1,0,9,2,6,12348.4
0,1,0,0,1,0,0,1,0,1,3,6,10162.4
0,1,0,0,1,0,0,1,0,2,3,6,10077
0,1,0,0,1,0,0,1,0,3,3,6,10456.4
0,1,0,0,1,0,0,1,0,4,3,6,10606.2
0,1,0,0,1,0,0,1,0,5,3,6,10590.6
0,1,0,0,1,0,0,1,0,6,3,6,10983.2
0,1,0,0,1,0,0,1,0,7,3,6,12385.6
0,1,0,0,1,0,0,1,0,8,3,6,12398
0,1,0,0,1,0,0,1,0,9,3,6,12400.2
0,1,0,0,1,0,0,1,0,1,4,6,10092.2
0,1,0,0,1,0,0,1,0,2,4,6,10246.2
0,1,0,0,1,0,0,1,0,3,4,6,10274.6
0,1,0,0,1,0,0,1,0,4,4,6,10275.8
0,1,0,0,1,0,0,1,0,5,4,6,10837.2
0,1,0,0,1,0,0,1,0,6,4,6,10953.2
0,1,0,0,1,0,0,1,0,7,4,6,12437
0,1,0,0,1,0,0,1,0,8,4,6,12469
0,1,0,0,1,0,0,1,0,9,4,6,12504.4
0,1,0,0,1,0,0,1,0,1,1,18,11570.6
0,1,0,0,1,0,0,1,0,2,1,18,11382.8
0,1,0,0,1,0,0,1,0,3,1,18,11491.4
0,1,0,0,1,0,0,1,0,4,1,18,11248.6
0,1,0,0,1,0,0,1,0,5,1,18,11456.4
0,1,0,0,1,0,0,1,0,6,1,18,11858.4
0,1,0,0,1,0,0,1,0,7,1,18,12880.4
0,1,0,0,1,0,0,1,0,8,1,18,12819.2
0,1,0,0,1,0,0,1,0,9,1,18,13107.4
0,1,0,0,1,0,0,1,0,1,2,18,9702.2
0,1,0,0,1,0,0,1,0,2,2,18,9645.6
0,1,0,0,1,0,0,1,0,3,2,18,9957.8
0,1,0,0,1,0,0,1,0,4,2,18,9786.8
0,1,0,0,1,0,0,1,0,5,2,18,10423.4
0,1,0,0,1,0,0,1,0,6,2,18,10786.4
0,1,0,0,1,0,0,1,0,7,2,18,11755.6
0,1,0,0,1,0,0,1,0,8,2,18,11830.4
0,1,0,0,1,0,0,1,0,9,2,18,12069
0,1,0,0,1,0,0,1,0,1,3,18,9997.6
0,1,0,0,1,0,0,1,0,2,3,18,9867.2
0,1,0,0,1,0,0,1,0,3,3,18,9855.4
0,1,0,0,1,0,0,1,0,4,3,18,10102.2
0,1,0,0,1,0,0,1,0,5,3,18,10524.4
0,1,0,0,1,0,0,1,0,6,3,18,10727.4
0,1,0,0,1,0,0,1,0,7,3,18,12196.2
0,1,0,0,1,0,0,1,0,8,3,18,12107.4
0,1,0,0,1,0,0,1,0,9,3,18,12167.8
0,1,0,0,1,0,0,1,0,1,4,18,9985.4
0,1,0,0,1,0,0,1,0,2,4,18,9839
0,1,0,0,1,0,0,1,0,3,4,18,9915
0,1,0,0,1,0,0,1,0,4,4,18,10044.2
0,1,0,0,1,0,0,1,0,5,4,18,10451.8
0,1,0,0,1,0,0,1,0,6,4,18,10847.4
0,1,0,0,1,0,0,1,0,7,4,18,12193.2
0,1,0,0,1,0,0,1,0,8,4,18,12166.8
0,1,0,0,1,0,0,1,0,9,4,18,12218
1,1,0,0,1,0,0,1,0,1,1,2,14939
1,1,0,0,1,0,0,1,0,2,1,2,14814.8
1,1,0,0,1,0,0,1,0,3,1,2,14694.4
1,1,0,0,1,0,0,1,0,4,1,2,14144.2
1,1,0,0,1,0,0,1,0,5,1,2,13018.6
1,1,0,0,1,0,0,1,0,6,1,2,13389
1,1,0,0,1,0,0,1,0,7,1,2,13795.2
1,1,0,0,1,0,0,1,0,8,1,2,13649.6
1,1,0,0,1,0,0,1,0,9,1,2,13608.6
1,1,0,0,1,0,0,1,0,1,2,2,11589.2
1,1,0,0,1,0,0,1,0,2,2,2,11673.8
1,1,0,0,1,0,0,1,0,3,2,2,11691.4
1,1,0,0,1,0,0,1,0,4,2,2,12037.6
1,1,0,0,1,0,0,1,0,5,2,2,12325.8
1,1,0,0,1,0,0,1,0,6,2,2,12612.8
1,1,0,0,1,0,0,1,0,7,2,2,13530.8
1,1,0,0,1,0,0,1,0,8,2,2,13608.6
1,1,0,0,1,0,0,1,0,9,2,2,13514.2
1,1,0,0,1,0,0,1,0,1,3,2,11553
1,1,0,0,1,0,0,1,0,2,3,2,11605.8
1,1,0,0,1,0,0,1,0,3,3,2,11764.4
1,1,0,0,1,0,0,1,0,4,3,2,11861.8
1,1,0,0,1,0,0,1,0,5,3,2,12147.2
1,1,0,0,1,0,0,1,0,6,3,2,12560.8
1,1,0,0,1,0,0,1,0,7,3,2,13488.8
1,1,0,0,1,0,0,1,0,8,3,2,13531.8
1,1,0,0,1,0,0,1,0,9,3,2,13666.6
1,1,0,0,1,0,0,1,0,1,4,2,11630.6
1,1,0,0,1,0,0,1,0,2,4,2,11385
1,1,0,0,1,0,0,1,0,3,4,2,11776.2
1,1,0,0,1,0,0,1,0,4,4,2,11822.6
1,1,0,0,1,0,0,1,0,5,4,2,12013
1,1,0,0,1,0,0,1,0,6,4,2,12322.6
1,1,0,0,1,0,0,1,0,7,4,2,13459.6
1,1,0,0,1,0,0,1,0,8,4,2,13623.8
1,1,0,0,1,0,0,1,0,9,4,2,13544
1,1,0,0,1,0,0,1,0,1,1,6,15128.8
1,1,0,0,1,0,0,1,0,2,1,6,14906.8
1,1,0,0,1,0,0,1,0,3,1,6,14297
1,1,0,0,1,0,0,1,0,4,1,6,13006.6
1,1,0,0,1,0,0,1,0,5,1,6,12324.2
1,1,0,0,1,0,0,1,0,6,1,6,12447.2
1,1,0,0,1,0,0,1,0,7,1,6,13496.8
1,1,0,0,1,0,0,1,0,8,1,6,13804.4
1,1,0,0,1,0,0,1,0,9,1,6,13685.4
1,1,0,0,1,0,0,1,0,1,2,6,11522.8
1,1,0,0,1,0,0,1,0,2,2,6,11726.6
1,1,0,0,1,0,0,1,0,3,2,6,11651.2
1,1,0,0,1,0,0,1,0,4,2,6,11813.2
1,1,0,0,1,0,0,1,0,5,2,6,11518.2
1,1,0,0,1,0,0,1,0,6,2,6,11687.4
1,1,0,0,1,0,0,1,0,7,2,6,13107
1,1,0,0,1,0,0,1,0,8,2,6,13225.4
1,1,0,0,1,0,0,1,0,9,2,6,13250.2
1,1,0,0,1,0,0,1,0,1,3,6,11553.2
1,1,0,0,1,0,0,1,0,2,3,6,11269.8
1,1,0,0,1,0,0,1,0,3,3,6,11297.8
1,1,0,0,1,0,0,1,0,4,3,6,11749.4
1,1,0,0,1,0,0,1,0,5,3,6,11488.8
1,1,0,0,1,0,0,1,0,6,3,6,11762.2
1,1,0,0,1,0,0,1,0,7,3,6,13151.2
1,1,0,0,1,0,0,1,0,8,3,6,13138
1,1,0,0,1,0,0,1,0,9,3,6,13311.2
1,1,0,0,1,0,0,1,0,1,4,6,11358.6
1,1,0,0,1,0,0,1,0,2,4,6,11261.8
1,1,0,0,1,0,0,1,0,3,4,6,11344
1,1,0,0,1,0,0,1,0,4,4,6,11427.8
1,1,0,0,1,0,0,1,0,5,4,6,11609
1,1,0,0,1,0,0,1,0,6,4,6,11816.2
1,1,0,0,1,0,0,1,0,7,4,6,13201.8
1,1,0,0,1,0,0,1,0,8,4,6,13236.6
1,1,0,0,1,0,0,1,0,9,4,6,13458.4
1,1,0,0,1,0,0,1,0,1,1,18,14846.4
1,1,0,0,1,0,0,1,0,2,1,18,14819.4
1,1,0,0,1,0,0,1,0,3,1,18,14848.8
1,1,0,0,1,0,0,1,0,4,1,18,13496
1,1,0,0,1,0,0,1,0,5,1,18,13570.2
1,1,0,0,1,0,0,1,0,6,1,18,13990.2
1,1,0,0,1,0,0,1,0,7,1,18,15024.4
1,1,0,0,1,0,0,1,0,8,1,18,14965
1,1,0,0,1,0,0,1,0,9,1,18,15074.8
1,1,0,0,1,0,0,1,0,1,2,18,11276
1,1,0,0,1,0,0,1,0,2,2,18,11288.2
1,1,0,0,1,0,0,1,0,3,2,18,11444.2
1,1,0,0,1,0,0,1,0,4,2,18,11123
1,1,0,0,1,0,0,1,0,5,2,18,11619.2
1,1,0,0,1,0,0,1,0,6,2,18,11993
1,1,0,0,1,0,0,1,0,7,2,18,13036.4
1,1,0,0,1,0,0,1,0,8,2,18,13074.4
1,1,0,0,1,0,0,1,0,9,2,18,13092
1,1,0,0,1,0,0,1,0,1,3,18,11185.4
1,1,0,0,1,0,0,1,0,2,3,18,11321
1,1,0,0,1,0,0,1,0,3,3,18,11073.8
1,1,0,0,1,0,0,1,0,4,3,18,11061.4
1,1,0,0,1,0,0,1,0,5,3,18,11557
1,1,0,0,1,0,0,1,0,6,3,18,11653.4
1,1,0,0,1,0,0,1,0,7,3,18,12989.2
1,1,0,0,1,0,0,1,0,8,3,18,12975.4
1,1,0,0,1,0,0,1,0,9,3,18,13061.6
1,1,0,0,1,0,0,1,0,1,4,18,11167.6
1,1,0,0,1,0,0,1,0,2,4,18,11077.2
1,1,0,0,1,0,0,1,0,3,4,18,11043
1,1,0,0,1,0,0,1,0,4,4,18,11051.8
1,1,0,0,1,0,0,1,0,5,4,18,11400.2
1,1,0,0,1,0,0,1,0,6,4,18,11642.4
1,1,0,0,1,0,0,1,0,7,4,18,12958.6
1,1,0,0,1,0,0,1,0,8,4,18,12903.4
1,1,0,0,1,0,0,1,0,9,4,18,12943
0,1,0,0,1,0,0,0,1,1,1,2,11415.4
0,1,0,0,1,0,0,0,1,2,1,2,11414.2
0,1,0,0,1,0,0,0,1,3,1,2,11893.6
0,1,0,0,1,0,0,0,1,4,1,2,12369.8
0,1,0,0,1,0,0,0,1,5,1,2,12771.4
0,1,0,0,1,0,0,0,1,6,1,2,14235.4
0,1,0,0,1,0,0,0,1,7,1,2,18418
0,1,0,0,1,0,0,0,1,8,1,2,18039.4
0,1,0,0,1,0,0,0,1,9,1,2,18290.4
0,1,0,0,1,0,0,0,1,1,2,2,10422
0,1,0,0,1,0,0,0,1,2,2,2,10579.8
0,1,0,0,1,0,0,0,1,3,2,2,11067.2
0,1,0,0,1,0,0,0,1,4,2,2,11919
0,1,0,0,1,0,0,0,1,5,2,2,12569.8
0,1,0,0,1,0,0,0,1,6,2,2,14081.8
0,1,0,0,1,0,0,0,1,7,2,2,18247.2
0,1,0,0,1,0,0,0,1,8,2,2,18235.6
0,1,0,0,1,0,0,0,1,9,2,2,18421.6
0,1,0,0,1,0,0,0,1,1,3,2,10478.8
0,1,0,0,1,0,0,0,1,2,3,2,10540.6
0,1,0,0,1,0,0,0,1,3,3,2,11025.6
0,1,0,0,1,0,0,0,1,4,3,2,11715
0,1,0,0,1,0,0,0,1,5,3,2,12699.6
0,1,0,0,1,0,0,0,1,6,3,2,14134
0,1,0,0,1,0,0,0,1,7,3,2,18222.2
0,1,0,0,1,0,0,0,1,8,3,2,18403.6
0,1,0,0,1,0,0,0,1,9,3,2,18531.8
0,1,0,0,1,0,0,0,1,1,4,2,10242.6
0,1,0,0,1,0,0,0,1,2,4,2,10376.6
0,1,0,0,1,0,0,0,1,3,4,2,10854.6
0,1,0,0,1,0,0,0,1,4,4,2,11741.2
0,1,0,0,1,0,0,0,1,5,4,2,12682.6
0,1,0,0,1,0,0,0,1,6,4,2,14090.4
0,1,0,0,1,0,0,0,1,7,4,2,18245.8
0,1,0,0,1,0,0,0,1,8,4,2,18288.2
0,1,0,0,1,0,0,0,1,9,4,2,18360.2
0,1,0,0,1,0,0,0,1,1,1,6,11546.4
0,1,0,0,1,0,0,0,1,2,1,6,11491.8
0,1,0,0,1,0,0,0,1,3,1,6,11354.4
0,1,0,0,1,0,0,0,1,4,1,6,11132
0,1,0,0,1,0,0,0,1,5,1,6,11384.6
0,1,0,0,1,0,0,0,1,6,1,6,12345
0,1,0,0,1,0,0,0,1,7,1,6,14004.8
0,1,0,0,1,0,0,0,1,8,1,6,14005.2
0,1,0,0,1,0,0,0,1,9,1,6,14019.4
0,1,0,0,1,0,0,0,1,1,2,6,10257.2
0,1,0,0,1,0,0,0,1,2,2,6,10336.4
0,1,0,0,1,0,0,0,1,3,2,6,10509.6
0,1,0,0,1,0,0,0,1,4,2,6,10786.8
0,1,0,0,1,0,0,0,1,5,2,6,10988
0,1,0,0,1,0,0,0,1,6,2,6,11746.4
0,1,0,0,1,0,0,0,1,7,2,6,13992
0,1,0,0,1,0,0,0,1,8,2,6,14058.2
0,1,0,0,1,0,0,0,1,9,2,6,14062.4
0,1,0,0,1,0,0,0,1,1,3,6,10026.4
0,1,0,0,1,0,0,0,1,2,3,6,10048.6
0,1,0,0,1,0,0,0,1,3,3,6,10168.6
0,1,0,0,1,0,0,0,1,4,3,6,10833.8
0,1,0,0,1,0,0,0,1,5,3,6,11200.8
0,1,0,0,1,0,0,0,1,6,3,6,11788
0,1,0,0,1,0,0,0,1,7,3,6,14206
0,1,0,0,1,0,0,0,1,8,3,6,14026.2
0,1,0,0,1,0,0,0,1,9,3,6,14061.6
0,1,0,0,1,0,0,0,1,1,4,6,10021
0,1,0,0,1,0,0,0,1,2,4,6,10091.8
0,1,0,0,1,0,0,0,1,3,4,6,10364
0,1,0,0,1,0,0,0,1,4,4,6,10587
0,1,0,0,1,0,0,0,1,5,4,6,11224
0,1,0,0,1,0,0,0,1,6,4,6,11969.2
0,1,0,0,1,0,0,0,1,7,4,6,14197
0,1,0,0,1,0,0,0,1,8,4,6,14179.8
0,1,0,0,1,0,0,0,1,9,4,6,14258.4
0,1,0,0,1,0,0,0,1,1,1,18,11608
0,1,0,0,1,0,0,0,1,2,1,18,11476.6
0,1,0,0,1,0,0,0,1,3,1,18,11515.2
0,1,0,0,1,0,0,0,1,4,1,18,11122.2
0,1,0,0,1,0,0,0,1,5,1,18,11711.8
0,1,0,0,1,0,0,0,1,6,1,18,11833.2
0,1,0,0,1,0,0,0,1,7,1,18,13040.2
0,1,0,0,1,0,0,0,1,8,1,18,13126.2
0,1,0,0,1,0,0,0,1,9,1,18,12863.6
0,1,0,0,1,0,0,0,1,1,2,18,10074.8
0,1,0,0,1,0,0,0,1,2,2,18,9805.4
0,1,0,0,1,0,0,0,1,3,2,18,10022
0,1,0,0,1,0,0,0,1,4,2,18,9878.4
0,1,0,0,1,0,0,0,1,5,2,18,10465.4
0,1,0,0,1,0,0,0,1,6,2,18,10980
0,1,0,0,1,0,0,0,1,7,2,18,11878
0,1,0,0,1,0,0,0,1,8,2,18,11851.6
0,1,0,0,1,0,0,0,1,9,2,18,12049.4
0,1,0,0,1,0,0,0,1,1,3,18,9994.2
0,1,0,0,1,0,0,0,1,2,3,18,9982
0,1,0,0,1,0,0,0,1,3,3,18,10262.6
0,1,0,0,1,0,0,0,1,4,3,18,10051.8
0,1,0,0,1,0,0,0,1,5,3,18,10697.4
0,1,0,0,1,0,0,0,1,6,3,18,10793.4
0,1,0,0,1,0,0,0,1,7,3,18,12170.4
0,1,0,0,1,0,0,0,1,8,3,18,12516
0,1,0,0,1,0,0,0,1,9,3,18,12222.2
0,1,0,0,1,0,0,0,1,1,4,18,10016.8
0,1,0,0,1,0,0,0,1,2,4,18,10045.6
0,1,0,0,1,0,0,0,1,3,4,18,9965
0,1,0,0,1,0,0,0,1,4,4,18,10307.8
0,1,0,0,1,0,0,0,1,5,4,18,10421.8
0,1,0,0,1,0,0,0,1,6,4,18,10894.8
0,1,0,0,1,0,0,0,1,7,4,18,12310.6
0,1,0,0,1,0,0,0,1,8,4,18,12264.4
0,1,0,0,1,0,0,0,1,9,4,18,12335.2
0,1,0,0,1,0,0,1,1,1,1,2,12243.4
0,1,0,0,1,0,0,1,1,2,1,2,11725.2
0,1,0,0,1,0,0,1,1,3,1,2,12132.4
0,1,0,0,1,0,0,1,1,4,1,2,11624.2
0,1,0,0,1,0,0,1,1,5,1,2,11579.2
0,1,0,0,1,0,0,1,1,6,1,2,11987
0,1,0,0,1,0,0,1,1,7,1,2,12619.2
0,1,0,0,1,0,0,1,1,8,1,2,12771.8
0,1,0,0,1,0,0,1,1,9,1,2,12587.2
0,1,0,0,1,0,0,1,1,1,2,2,10696.2
0,1,0,0,1,0,0,1,1,2,2,2,10649
0,1,0,0,1,0,0,1,1,3,2,2,10707.6
0,1,0,0,1,0,0,1,1,4,2,2,11085.4
0,1,0,0,1,0,0,1,1,5,2,2,11157.2
0,1,0,0,1,0,0,1,1,6,2,2,11509.6
0,1,0,0,1,0,0,1,1,7,2,2,12874.8
0,1,0,0,1,0,0,1,1,8,2,2,12611.6
0,1,0,0,1,0,0,1,1,9,2,2,12851.8
0,1,0,0,1,0,0,1,1,1,3,2,10689.6
0,1,0,0,1,0,0,1,1,2,3,2,10664.6
0,1,0,0,1,0,0,1,1,3,3,2,10722.6
0,1,0,0,1,0,0,1,1,4,3,2,10980
0,1,0,0,1,0,0,1,1,5,3,2,11272
0,1,0,0,1,0,0,1,1,6,3,2,11651.8
0,1,0,0,1,0,0,1,1,7,3,2,12747.8
0,1,0,0,1,0,0,1,1,8,3,2,12976.2
0,1,0,0,1,0,0,1,1,9,3,2,12899
0,1,0,0,1,0,0,1,1,1,4,2,10547
0,1,0,0,1,0,0,1,1,2,4,2,10475.6
0,1,0,0,1,0,0,1,1,3,4,2,10454
0,1,0,0,1,0,0,1,1,4,4,2,10786.6
0,1,0,0,1,0,0,1,1,5,4,2,11211.6
0,1,0,0,1,0,0,1,1,6,4,2,11353.2
0,1,0,0,1,0,0,1,1,7,4,2,12875.2
0,1,0,0,1,0,0,1,1,8,4,2,12939.8
0,1,0,0,1,0,0,1,1,9,4,2,13017.6
0,1,0,0,1,0,0,1,1,1,1,6,11731.6
0,1,0,0,1,0,0,1,1,2,1,6,11757
0,1,0,0,1,0,0,1,1,3,1,6,11441.4
0,1,0,0,1,0,0,1,1,4,1,6,10991
0,1,0,0,1,0,0,1,1,5,1,6,11306.6
0,1,0,0,1,0,0,1,1,6,1,6,11506.4
0,1,0,0,1,0,0,1,1,7,1,6,12402.8
0,1,0,0,1,0,0,1,1,8,1,6,12853.2
0,1,0,0,1,0,0,1,1,9,1,6,12480.4
0,1,0,0,1,0,0,1,1,1,2,6,10493.8
0,1,0,0,1,0,0,1,1,2,2,6,10730.4
0,1,0,0,1,0,0,1,1,3,2,6,10236.8
0,1,0,0,1,0,0,1,1,4,2,6,10584
0,1,0,0,1,0,0,1,1,5,2,6,10911.4
0,1,0,0,1,0,0,1,1,6,2,6,11067.8
